drugbank_id,disease,label
DB00087,retinitis pigmentosa,0
DB14512,costello syndrome,0
DB11770,cystic fibrosis,0
DB00531,huntington disease,1
DB00747,hyperprolactinemia,0
DB00287,myopia,0
DB01046,noonan syndrome,1
DB05076,q fever,0
DB13751,sarcoidosis,0
DB00343,asthma,0
DB09244,q fever,0
DB00439,long qt syndrome,0
DB00446,dyskeratosis congenita,0
DB00741,mitochondrial complex iii deficiency,1
DB00214,crohn disease,1
DB09248,graves disease,0
DB00162,tuberculosis,0
DB00243,holoprosencephaly,0
DB00969,marfan syndrome,0
DB01276,osteoporosis,1
DB01268,leishmaniasis,0
DB04837,leishmaniasis,0
DB13595,common variable immunodeficiency,0
DB01239,malaria,1
DB00574,obsessive-compulsive disorder,1
DB06724,lymphangioleiomyomatosis,0
DB00854,barrett esophagus,0
DB11186,lymphangioleiomyomatosis,0
DB00898,osteoporosis,0
DB01229,crohn disease,1
DB00529,hypertriglyceridemia,0
DB00030,lymphangioleiomyomatosis,0
DB00315,disseminated intravascular coagulation,0
DB06249,costello syndrome,0
DB00898,myasthenia gravis,1
DB01595,rhabdomyosarcoma,0
DB01331,breast cancer,0
DB01238,breast cancer,0
DB00969,osteoporosis,0
DB09019,cholangiocarcinoma,0
DB00435,osteoporosis-pseudoglioma syndrome,0
DB16355,dengue,0
DB01001,rhabdomyosarcoma,0
DB13178,hypertriglyceridemia,1
DB00040,breast cancer,0
DB00904,obsessive-compulsive disorder,1
DB00860,hypoplastic left heart syndrome,1
DB11181,osteoporosis,0
DB08903,obsessive-compulsive disorder,0
DB08877,sarcoidosis,0
DB00281,parkinson disease,0
DB00163,fanconi anemia,1
DB00559,neuroblastoma,0
DB01173,cholangiocarcinoma,0
DB00741,long qt syndrome,1
DB00313,lupus nephritis,1
DB14644,glaucoma,0
DB11672,hypoplastic left heart syndrome,1
DB04926,tuberculosis,0
DB01222,neural tube defects,0
DB06317,hypotrichosis,0
DB00341,common variable immunodeficiency,1
DB00315,frontotemporal lobar degeneration,1
DB00874,common variable immunodeficiency,1
DB00360,osteoporosis-pseudoglioma syndrome,1
DB12479,asthma,0
DB01685,meningioma,0
DB01117,malaria,1
DB01136,glaucoma,0
DB01418,barrett esophagus,0
DB14050,crohn disease,1
DB01430,osteoporosis-pseudoglioma syndrome,0
DB05767,hirschsprung disease,1
DB00687,prader-willi syndrome,1
DB00014,optic atrophy,0
DB08877,multiple myeloma,0
DB16691,holoprosencephaly,0
DB00637,coronary artery disease,0
DB01190,asthma,0
DB00023,cryptorchidism,0
DB12159,tuberculosis,0
DB00223,lupus nephritis,1
DB01601,common variable immunodeficiency,0
DB06179,narcolepsy,0
DB00328,leishmaniasis,1
DB00343,atypical hemolytic uremic syndrome,0
DB01698,hypertriglyceridemia,0
DB03404,lymphangioleiomyomatosis,0
DB00624,obsessive-compulsive disorder,1
DB08813,osteoporosis-pseudoglioma syndrome,0
DB06155,mitochondrial complex iii deficiency,0
DB06292,barrett esophagus,0
DB11699,parkinson disease,0
DB00443,vitiligo,0
DB00877,multiple myeloma,1
DB14533,glaucoma,0
DB01408,hirschsprung disease,1
DB01205,diabetic retinopathy,0
DB00399,tuberculosis,0
DB13941,noonan syndrome,0
DB09462,hyperprolactinemia,0
DB06273,noonan syndrome,1
DB09154,leber congenital amaurosis,0
DB01618,rhabdomyosarcoma,0
DB13943,narcolepsy,0
DB01041,common variable immunodeficiency,0
DB00520,cataract,0
DB01156,prader-willi syndrome,0
DB00810,costello syndrome,1
DB06149,osteoporosis-pseudoglioma syndrome,0
DB08836,crohn disease,1
DB14762,psoriasis,1
DB00747,q fever,0
DB00780,atherosclerosis,0
DB00553,long qt syndrome,0
DB01213,atherosclerosis,0
DB01229,multiple myeloma,1
DB09481,rhabdomyosarcoma,0
DB11082,psoriasis,1
DB00035,idiopathic pulmonary fibrosis,0
DB00366,cholangiocarcinoma,0
DB00130,psoriasis,0
DB08816,hypotrichosis,0
DB00126,prader-willi syndrome,0
DB00797,leber congenital amaurosis,0
DB13139,medulloblastoma,0
DB15102,barrett esophagus,0
DB11098,vitiligo,0
DB01359,crohn disease,1
DB00169,multiple sclerosis,1
DB05351,myasthenia gravis,0
DB00726,narcolepsy,0
DB00344,sarcoidosis,0
DB00341,long qt syndrome,0
DB00904,frontotemporal lobar degeneration,1
DB06262,cystic fibrosis,0
DB00228,cystic fibrosis,0
DB00725,fanconi anemia,0
DB02701,dyskeratosis congenita,0
DB09213,retinitis pigmentosa,0
DB00877,parkinson disease,1
DB00955,holoprosencephaly,0
DB00254,nephrotic syndrome,0
DB01277,glioma,0
DB00342,hypoplastic left heart syndrome,0
DB01156,holoprosencephaly,0
DB11820,glaucoma,0
DB00960,asthma,0
DB00111,huntington disease,0
DB04846,hypertriglyceridemia,0
DB13735,myasthenia gravis,0
DB06690,lymphangioleiomyomatosis,0
DB00877,breast cancer,1
DB01403,holoprosencephaly,0
DB06228,fanconi anemia,0
DB15357,coronary artery disease,0
DB00589,burkitt lymphoma,0
DB00933,dengue,0
DB00981,mitochondrial complex iii deficiency,0
DB00921,huntington disease,0
DB00974,disseminated intravascular coagulation,0
DB00945,atherosclerosis,1
DB06825,lupus nephritis,0
DB01440,coronary artery disease,0
DB06415,burkitt lymphoma,0
DB00945,noonan syndrome,1
DB15463,disseminated intravascular coagulation,0
DB01176,osteoporosis-pseudoglioma syndrome,0
DB15227,glioma,1
DB00126,glioma,1
DB05063,marfan syndrome,0
DB11595,psoriasis,0
DB00315,fanconi anemia,0
DB01083,crohn disease,1
DB13092,coronary artery disease,1
DB00831,prader-willi syndrome,0
DB00584,crohn disease,1
DB01407,noonan syndrome,0
DB11750,glaucoma,0
DB14488,fanconi anemia,1
DB01065,q fever,0
DB00482,breast cancer,1
DB01340,costello syndrome,0
DB00197,atherosclerosis,1
DB11640,cryptorchidism,0
DB00169,lupus nephritis,1
DB00417,barrett esophagus,0
DB00846,rhabdomyosarcoma,0
DB00382,frontotemporal lobar degeneration,1
DB09053,burkitt lymphoma,1
DB06767,huntington disease,0
DB15444,cystic fibrosis,1
DB00219,myopia,1
DB01406,barrett esophagus,0
DB00166,frontotemporal lobar degeneration,0
DB01001,glioma,0
DB00344,tuberculosis,0
DB00313,mitochondrial complex iii deficiency,1
DB06612,huntington disease,0
DB01260,osteoporosis,0
DB00859,coronary artery disease,0
DB01193,glioma,1
DB01783,fanconi anemia,0
DB00788,osteosarcoma,0
DB01079,long qt syndrome,0
DB00543,frontotemporal lobar degeneration,0
DB01202,disseminated intravascular coagulation,0
DB00637,parkinson disease,1
DB00472,multiple sclerosis,0
DB01277,asthma,0
DB00599,medulloblastoma,0
DB06149,long qt syndrome,0
DB06016,medulloblastoma,0
DB00457,hyperprolactinemia,0
DB00964,glaucoma,1
DB00497,long qt syndrome,0
DB00809,malaria,0
DB00065,intervertebral disc disease,0
DB00601,prader-willi syndrome,0
DB00121,meningioma,0
DB00515,rhabdomyosarcoma,1
DB14644,hirschsprung disease,1
DB00188,vitiligo,0
DB09026,crohn disease,1
DB08877,costello syndrome,0
DB00310,crohn disease,1
DB01620,long qt syndrome,0
DB12479,rhabdomyosarcoma,0
DB00252,noonan syndrome,1
DB00804,atypical hemolytic uremic syndrome,0
DB00051,noonan syndrome,0
DB06774,leber congenital amaurosis,0
DB01623,common variable immunodeficiency,0
DB00773,rhabdomyosarcoma,1
DB09206,malaria,0
DB01065,myopia,0
DB01026,diabetic retinopathy,0
DB00796,psoriasis,0
DB00295,intervertebral disc disease,0
DB12872,atypical hemolytic uremic syndrome,0
DB06810,neuroblastoma,0
DB00103,hirschsprung disease,1
DB00016,myopia,0
DB06151,multiple myeloma,0
DB16308,hirschsprung disease,1
DB00579,disseminated intravascular coagulation,0
DB01167,lymphangioleiomyomatosis,0
DB01095,hyperprolactinemia,0
DB06626,tuberculosis,0
DB00663,idiopathic pulmonary fibrosis,0
DB00197,retinitis pigmentosa,0
DB12770,neural tube defects,0
DB09205,lymphangioleiomyomatosis,0
DB05262,tuberculosis,0
DB01580,breast cancer,0
DB00602,prader-willi syndrome,0
DB00104,diabetic retinopathy,1
DB02703,frontotemporal lobar degeneration,0
DB01393,hypertriglyceridemia,1
DB15900,celiac disease,0
DB00426,osteoporosis-pseudoglioma syndrome,0
DB09064,disseminated intravascular coagulation,0
DB14213,huntington disease,0
DB00350,crohn disease,1
DB01094,idiopathic pulmonary fibrosis,1
DB00885,narcolepsy,0
DB09081,medulloblastoma,0
DB01011,lupus nephritis,0
DB13169,intervertebral disc disease,0
DB08868,frontotemporal lobar degeneration,0
DB01367,psoriasis,0
DB01291,retinitis pigmentosa,0
DB00791,coronary artery disease,1
DB00169,mitochondrial complex iii deficiency,1
DB06262,hypotrichosis,0
DB00975,leber congenital amaurosis,0
DB01217,asthma,0
DB06209,dengue,0
DB09320,obsessive-compulsive disorder,1
DB01260,psoriasis,1
DB00762,idiopathic pulmonary fibrosis,0
DB15044,myopia,0
DB00542,cholangiocarcinoma,1
DB12466,malaria,0
DB11989,graves disease,0
DB13399,multiple myeloma,0
DB00994,diabetic retinopathy,0
DB00145,common variable immunodeficiency,1
DB06536,coronary artery disease,0
DB00252,idiopathic pulmonary fibrosis,0
DB00955,atypical hemolytic uremic syndrome,0
DB06228,crohn disease,1
DB00848,celiac disease,0
DB01039,diabetic retinopathy,1
DB06179,graves disease,0
DB15067,hypoplastic left heart syndrome,0
DB00007,breast cancer,1
DB00411,osteoporosis-pseudoglioma syndrome,0
DB00002,holoprosencephaly,0
DB00178,hypoplastic left heart syndrome,1
DB01593,crohn disease,1
DB00017,breast cancer,0
DB08998,neural tube defects,0
DB14513,long qt syndrome,1
DB15661,malaria,0
DB04948,neural tube defects,0
DB01164,gout,0
DB03247,atypical hemolytic uremic syndrome,0
DB00412,osteoporosis-pseudoglioma syndrome,1
DB01238,vitiligo,0
DB13751,graves disease,0
DB04145,coronary artery disease,1
DB13284,crohn disease,1
DB01029,cystic fibrosis,1
DB11581,hypertriglyceridemia,0
DB15305,hyperprolactinemia,0
DB02709,hirschsprung disease,1
DB00092,hirschsprung disease,1
DB00649,myasthenia gravis,0
DB00547,atypical hemolytic uremic syndrome,0
DB11136,dyskeratosis congenita,0
DB08875,atypical hemolytic uremic syndrome,0
DB01054,nephrotic syndrome,0
DB01037,frontotemporal lobar degeneration,1
DB08918,idiopathic pulmonary fibrosis,0
DB06777,nephrotic syndrome,0
DB09551,hypoplastic left heart syndrome,0
DB08865,multiple sclerosis,0
DB11396,retinitis pigmentosa,0
DB01100,huntington disease,0
DB06202,cryptorchidism,0
DB00916,hypospadias,0
DB01063,obsessive-compulsive disorder,1
DB11558,cryptorchidism,0
DB05105,fanconi anemia,0
DB00867,noonan syndrome,0
DB15626,marfan syndrome,0
DB09220,hypospadias,0
DB11770,cataract,0
DB00490,huntington disease,0
DB06536,osteoporosis,0
DB00753,vitiligo,0
DB15067,celiac disease,0
DB15044,medulloblastoma,0
DB09070,hyperprolactinemia,0
DB00659,glaucoma,0
DB01035,malaria,0
DB00604,multiple sclerosis,0
DB14967,narcolepsy,0
DB13919,idiopathic pulmonary fibrosis,0
DB00387,psoriasis,0
DB04815,obsessive-compulsive disorder,0
DB00072,costello syndrome,0
DB00231,narcolepsy,0
DB15357,prader-willi syndrome,0
DB06335,vitiligo,0
DB00387,graves disease,0
DB00873,graves disease,0
DB00885,common variable immunodeficiency,0
DB01042,osteosarcoma,1
DB09122,tuberculosis,0
DB00563,diabetic retinopathy,1
DB09063,osteoporosis-pseudoglioma syndrome,0
DB00092,osteosarcoma,0
DB00921,malaria,0
DB09035,psoriasis,1
DB00885,prader-willi syndrome,0
DB01132,multiple sclerosis,1
DB00603,lupus nephritis,1
DB00737,barrett esophagus,0
DB00278,breast cancer,0
DB09146,hypertriglyceridemia,0
DB03128,sarcoidosis,0
DB01069,parkinson disease,0
DB00947,neuroblastoma,1
DB01141,marfan syndrome,0
DB00399,multiple myeloma,1
DB09019,vitiligo,0
DB00942,coronary artery disease,0
DB00193,noonan syndrome,0
DB00389,intervertebral disc disease,0
DB00205,glioma,0
DB00165,tuberculosis,1
DB01101,breast cancer,1
DB01390,leber congenital amaurosis,0
DB00860,graves disease,1
DB12159,tuberculosis,0
DB04896,noonan syndrome,1
DB00600,neuroblastoma,0
DB01085,disseminated intravascular coagulation,0
DB00627,narcolepsy,0
DB00920,intervertebral disc disease,0
DB06151,hirschsprung disease,1
DB01348,graves disease,0
DB01595,hyperprolactinemia,0
DB00470,intervertebral disc disease,0
DB00920,cataract,0
DB01132,q fever,0
DB00612,burkitt lymphoma,0
DB00181,osteosarcoma,0
DB04837,cystic fibrosis,0
DB00394,cataract,0
DB08877,coronary artery disease,0
DB00342,frontotemporal lobar degeneration,0
DB06185,obsessive-compulsive disorder,0
DB00916,optic atrophy,1
DB01196,mitochondrial complex iii deficiency,0
DB06148,atypical hemolytic uremic syndrome,0
DB08860,glaucoma,0
DB01059,holoprosencephaly,0
DB00715,hypertriglyceridemia,0
DB01204,cystic fibrosis,0
DB01005,disseminated intravascular coagulation,0
DB00247,intervertebral disc disease,0
DB01221,lupus nephritis,0
DB01275,rhabdomyosarcoma,0
DB00412,mitochondrial complex iii deficiency,1
DB12148,hypoplastic left heart syndrome,0
DB14762,asthma,0
DB15456,graves disease,0
DB04951,hyperprolactinemia,0
DB00854,sarcoidosis,0
DB09304,myasthenia gravis,0
DB01011,lupus nephritis,0
DB06755,sarcoidosis,0
DB01068,lupus nephritis,0
DB01144,glaucoma,1
DB05676,long qt syndrome,0
DB09082,atherosclerosis,0
DB00714,parkinson disease,1
DB04575,q fever,0
DB04856,celiac disease,0
DB08905,retinitis pigmentosa,0
DB01280,burkitt lymphoma,1
DB00958,breast cancer,1
DB01282,sarcoidosis,0
DB09258,neural tube defects,0
DB12612,medulloblastoma,0
DB00809,glaucoma,1
DB06458,intervertebral disc disease,0
DB06155,obsessive-compulsive disorder,1
DB01403,obsessive-compulsive disorder,1
DB00659,osteoporosis-pseudoglioma syndrome,0
DB00630,holoprosencephaly,0
DB00162,mitochondrial complex iii deficiency,1
DB01222,asthma,1
DB00150,breast cancer,1
DB00107,myasthenia gravis,0
DB01225,multiple sclerosis,0
DB00541,osteosarcoma,1
DB05679,atherosclerosis,0
DB13694,osteoporosis,0
DB00993,crohn disease,1
DB09245,obsessive-compulsive disorder,1
DB00030,asthma,1
DB00783,psoriasis,0
DB13249,hypoplastic left heart syndrome,0
DB00559,medulloblastoma,0
DB00514,glioma,0
DB14649,hypotrichosis,0
DB00906,osteosarcoma,0
DB01620,hypertriglyceridemia,0
DB00030,tuberculosis,0
DB01576,graves disease,0
DB08865,neuroblastoma,1
DB06762,hypotrichosis,0
DB11989,gout,0
DB11558,hypotrichosis,0
DB08870,lupus nephritis,0
DB00091,myasthenia gravis,1
DB00305,hyperprolactinemia,0
DB03404,hyperprolactinemia,0
DB14539,burkitt lymphoma,0
DB00375,coronary artery disease,1
DB00479,leishmaniasis,0
DB06335,cholangiocarcinoma,0
DB00959,coronary artery disease,1
DB00618,osteosarcoma,0
DB12465,narcolepsy,0
DB01324,retinitis pigmentosa,0
DB01173,hypotrichosis,0
DB00287,atherosclerosis,0
DB11100,osteosarcoma,0
DB00165,parkinson disease,1
DB11248,long qt syndrome,0
DB00332,idiopathic pulmonary fibrosis,1
DB09154,malaria,1
DB00091,vitiligo,0
DB04828,nephrotic syndrome,1
DB01011,narcolepsy,0
DB01182,atypical hemolytic uremic syndrome,0
DB14483,obsessive-compulsive disorder,0
DB08908,multiple sclerosis,1
DB13762,cystic fibrosis,0
DB00578,parkinson disease,0
DB06769,osteoporosis-pseudoglioma syndrome,0
DB00001,prader-willi syndrome,0
DB09019,marfan syndrome,0
DB00137,noonan syndrome,1
DB00470,myasthenia gravis,0
DB09086,hypospadias,0
DB11776,hyperprolactinemia,0
DB00797,vitiligo,0
DB01077,atherosclerosis,1
DB11693,lupus nephritis,1
DB11677,atherosclerosis,0
DB06691,malaria,0
DB12319,neuroblastoma,0
DB00495,graves disease,0
DB05383,dengue,0
DB11635,optic atrophy,0
DB01590,neuroblastoma,0
DB11660,graves disease,0
DB01373,graves disease,0
DB02362,obsessive-compulsive disorder,0
DB01618,holoprosencephaly,0
DB00420,holoprosencephaly,0
DB00935,glaucoma,0
DB01235,myopia,1
DB04272,glioma,0
DB00433,malaria,0
DB01142,leishmaniasis,0
DB01202,costello syndrome,1
DB05679,obsessive-compulsive disorder,0
DB00999,hyperprolactinemia,0
DB13191,barrett esophagus,0
DB00319,glaucoma,0
DB00788,atherosclerosis,0
DB02342,cystic fibrosis,1
DB06710,myasthenia gravis,0
DB11576,diabetic retinopathy,0
DB08804,hypertriglyceridemia,0
DB14962,marfan syndrome,0
DB09140,retinitis pigmentosa,0
DB08844,atherosclerosis,0
DB00067,optic atrophy,0
DB01093,crohn disease,1
DB00554,diabetic retinopathy,0
DB00575,osteoporosis-pseudoglioma syndrome,1
DB00707,parkinson disease,0
DB00492,meningioma,0
DB06637,leishmaniasis,0
DB00163,vitiligo,0
DB13729,parkinson disease,0
DB00603,rhabdomyosarcoma,1
DB04839,huntington disease,0
DB00003,multiple sclerosis,0
DB01254,rhabdomyosarcoma,1
DB00275,osteosarcoma,0
DB00994,fanconi anemia,0
DB06767,coronary artery disease,0
DB14539,psoriasis,1
DB00370,hyperprolactinemia,0
DB14740,parkinson disease,0
DB00571,prader-willi syndrome,1
DB00773,cholangiocarcinoma,1
DB16308,holoprosencephaly,0
DB08865,prader-willi syndrome,0
DB13803,neural tube defects,0
DB00949,frontotemporal lobar degeneration,1
DB08872,intervertebral disc disease,0
DB00444,prader-willi syndrome,0
DB00168,diabetic retinopathy,0
DB00277,holoprosencephaly,0
DB06769,multiple myeloma,1
DB14183,diabetic retinopathy,0
DB00519,nephrotic syndrome,0
DB00804,hypoplastic left heart syndrome,0
DB00242,neuroblastoma,0
DB01559,osteoporosis,0
DB09267,common variable immunodeficiency,0
DB00641,hirschsprung disease,1
DB00598,noonan syndrome,1
DB14006,holoprosencephaly,0
DB00831,medulloblastoma,0
DB00722,cystic fibrosis,1
DB01235,q fever,0
DB11640,neuroblastoma,0
DB11157,celiac disease,0
DB01182,optic atrophy,0
DB11964,frontotemporal lobar degeneration,0
DB00933,disseminated intravascular coagulation,0
DB06742,prader-willi syndrome,0
DB00836,prader-willi syndrome,0
DB00384,neuroblastoma,0
DB00656,obsessive-compulsive disorder,1
DB01626,crohn disease,1
DB00119,sarcoidosis,0
DB00457,disseminated intravascular coagulation,0
DB00720,frontotemporal lobar degeneration,0
DB00788,glaucoma,0
DB00880,costello syndrome,0
DB13867,hirschsprung disease,1
DB00759,nephrotic syndrome,0
DB00140,diabetic retinopathy,0
DB00925,meningioma,0
DB09517,fanconi anemia,1
DB15305,optic atrophy,1
DB00254,coronary artery disease,1
DB13944,long qt syndrome,0
DB06154,mitochondrial complex iii deficiency,0
DB00507,burkitt lymphoma,0
DB06626,atypical hemolytic uremic syndrome,0
DB06458,coronary artery disease,0
DB09256,marfan syndrome,0
DB08846,narcolepsy,0
DB00338,leishmaniasis,1
DB06694,dyskeratosis congenita,0
DB05869,multiple sclerosis,0
DB00143,obsessive-compulsive disorder,1
DB00595,coronary artery disease,1
DB00752,parkinson disease,1
DB14098,mitochondrial complex iii deficiency,1
DB01229,myopia,0
DB14483,sarcoidosis,0
DB09087,glioma,0
DB00400,coronary artery disease,1
DB03849,breast cancer,0
DB16393,leishmaniasis,0
DB00738,neural tube defects,0
DB00165,rhabdomyosarcoma,1
DB11626,atypical hemolytic uremic syndrome,0
DB08865,hyperprolactinemia,0
DB06374,crohn disease,0
DB06755,graves disease,0
DB11963,malaria,0
DB00887,graves disease,0
DB00656,hypotrichosis,0
DB00277,hypospadias,0
DB14545,huntington disease,0
DB00876,q fever,0
DB00819,hypoplastic left heart syndrome,1
DB00276,neuroblastoma,0
DB00936,multiple sclerosis,0
DB00692,cataract,0
DB00213,hirschsprung disease,1
DB09303,osteosarcoma,0
DB12612,retinitis pigmentosa,0
DB00675,cholangiocarcinoma,1
DB05990,holoprosencephaly,0
DB00531,dengue,0
DB01069,hypoplastic left heart syndrome,0
DB00162,myopia,0
DB00975,long qt syndrome,0
DB12129,disseminated intravascular coagulation,0
DB01211,lupus nephritis,0
DB13860,disseminated intravascular coagulation,0
DB01411,asthma,1
DB11181,malaria,0
DB12130,long qt syndrome,0
DB00670,huntington disease,0
DB06827,hypospadias,0
DB11181,hirschsprung disease,0
DB14596,hypotrichosis,0
DB00643,asthma,0
DB00494,long qt syndrome,0
DB01708,graves disease,0
DB00471,crohn disease,1
DB06317,mitochondrial complex iii deficiency,0
DB11986,breast cancer,1
DB01708,breast cancer,1
DB12498,osteoporosis-pseudoglioma syndrome,0
DB09304,hyperprolactinemia,0
DB01083,lupus nephritis,0
DB01440,fanconi anemia,0
DB00421,atypical hemolytic uremic syndrome,0
DB16261,leishmaniasis,0
DB00716,lymphangioleiomyomatosis,0
DB00938,prader-willi syndrome,0
DB11110,osteoporosis,1
DB06043,rhabdomyosarcoma,1
DB00004,q fever,0
DB06670,multiple myeloma,0
DB01210,glaucoma,1
DB09208,osteosarcoma,0
DB00122,q fever,1
DB01030,optic atrophy,0
DB06608,leber congenital amaurosis,0
DB00397,hypoplastic left heart syndrome,0
DB14026,hypotrichosis,0
DB06691,intervertebral disc disease,0
DB01272,crohn disease,0
DB13165,crohn disease,0
DB11563,osteosarcoma,0
DB15965,frontotemporal lobar degeneration,0
DB14500,hypertriglyceridemia,0
DB04880,hypoplastic left heart syndrome,1
DB00901,huntington disease,0
DB11126,long qt syndrome,1
DB00332,atypical hemolytic uremic syndrome,0
DB00443,osteoporosis-pseudoglioma syndrome,1
DB08806,retinitis pigmentosa,0
DB09494,myopia,0
