DiseaseName,DiseaseID,DrugBankID,DrugName
Disease,MESH:D004194,DB06268,Sitaxentan
Connective Tissue Diseases,MESH:D003240,DB06268,Sitaxentan
Vascular Diseases,MESH:D014652,DB06271,Sulodexide
Thrombosis,MESH:D013927,DB06271,Sulodexide
Disease,MESH:D004194,DB06271,Sulodexide
Arthritis,MESH:D001168,DB06273,Tocilizumab
Arteritis,MESH:D001167,DB06273,Tocilizumab
Disease,MESH:D004194,DB06273,Tocilizumab
Sclerosis,MESH:D012598,DB06273,Tocilizumab
Pain,MESH:D010146,DB06274,Alvimopan
Osteoarthritis,MESH:D010003,DB06276,Tanomastat
Arthritis,MESH:D001168,DB06276,Tanomastat
Anemia,MESH:D000740,DB06280,Senicapoc
Asthma,MESH:D001249,DB06280,Senicapoc
Disease,MESH:D004194,DB06281,Torcetrapib
Urticaria,MESH:D014581,DB06282,Levocetirizine
Skin Manifestations,MESH:D012877,DB06282,Levocetirizine
Rhinitis,MESH:D012220,DB06282,Levocetirizine
Pain,MESH:D010146,DB06283,Ziconotide
Chronic Pain,MESH:D059350,DB06283,Ziconotide
Osteoporosis,MESH:D010024,DB06285,Teriparatide
Carcinoma,MESH:D002277,DB06287,Temsirolimus
Multiple Myeloma,MESH:D009101,DB06287,Temsirolimus
Lymphoma,MESH:D008223,DB06287,Temsirolimus
Arthritis,MESH:D001168,DB06287,Temsirolimus
Nausea,MESH:D009325,DB06288,Amisulpride
Vomiting,MESH:D014839,DB06288,Amisulpride
Hallucinations,MESH:D006212,DB06288,Amisulpride
Hepatitis,MESH:D006505,DB06290,Simeprevir
Hepatitis C,MESH:D006526,DB06290,Simeprevir
Diabetes Mellitus,MESH:D003920,DB06292,Dapagliflozin
Heart Failure,MESH:D006333,DB06292,Dapagliflozin
Death,MESH:D003643,DB06292,Dapagliflozin
Disease,MESH:D004194,DB06292,Dapagliflozin
Coronary Artery Disease,MESH:D003324,DB06293,Pegnivacogin
Vascular Diseases,MESH:D014652,DB06293,Pegnivacogin
Thrombosis,MESH:D013927,DB06293,Pegnivacogin
Disease,MESH:D004194,DB06293,Pegnivacogin
Thrombosis,MESH:D013927,DB06294,Semuloparin
Infections,MESH:D007239,DB06295,Pramiconazole
Autoimmune Diseases,MESH:D001327,DB06297,LX-2931
Arthritis,MESH:D001168,DB06297,LX-2931
Disease,MESH:D004194,DB06297,LX-2931
Disease,MESH:D004194,DB06299,Hydronidone
Pain,MESH:D010146,DB06308,NP2
Atherosclerosis,MESH:D050197,DB06311,Darapladib
Sclerosis,MESH:D012598,DB06311,Darapladib
Diabetes Mellitus,MESH:D003920,DB06315,ISF402
Asthma,MESH:D001249,DB06316,R343
Multiple Myeloma,MESH:D009101,DB06317,Elotuzumab
Leukemia,MESH:D007938,DB06318,AVE9633
Disease,MESH:D004194,DB06319,XP21279
Autoimmune Diseases,MESH:D001327,DB06321,R-348
Disease,MESH:D004194,DB06321,R-348
Lymphoma,MESH:D008223,DB06324,XmAb 2513
Macular Degeneration,MESH:D008268,DB06325,Pegpleranib
Infections,MESH:D007239,DB06325,Pegpleranib
Gastrointestinal Diseases,MESH:D005767,DB06326,Latiglutenase
Celiac Disease,MESH:D002446,DB06326,Latiglutenase
Autoimmune Diseases,MESH:D001327,DB06326,Latiglutenase
Intestinal Diseases,MESH:D007410,DB06326,Latiglutenase
Disease,MESH:D004194,DB06326,Latiglutenase
Diabetes Mellitus,MESH:D003920,DB06333,Trodusquemine
Obesity,MESH:D009765,DB06333,Trodusquemine
Diabetes Mellitus,MESH:D003920,DB06335,Saxagliptin
Diarrhea,MESH:D003967,DB06336,Elsiglutide
Arthritis,MESH:D001168,DB06338,ARG098
Lymphoma,MESH:D008223,DB06342,Coltuximab ravtansine
Disease,MESH:D004194,DB06343,Teprotumumab
Hypertension,MESH:D006973,DB06345,AR-9281
Leukemia,MESH:D007938,DB06347,Cenisertib
C SYNDROME,OMIM:211750,DB06347,Cenisertib
Diabetes Mellitus,MESH:D003920,DB06349,KB3305
Myocardial Infarction,MESH:D009203,DB06350,Elinogrel
Infarction,MESH:D007238,DB06350,Elinogrel
Lymphoma,MESH:D008223,DB06351,SPC2968
Pain,MESH:D010146,DB06354,Tezampanel
Headache,MESH:D006261,DB06354,Tezampanel
Ischemia,MESH:D007511,DB06355,ACY001
Obesity,MESH:D009765,DB06358,Iclaprim
Pneumonia,MESH:D011014,DB06358,Iclaprim
Infections,MESH:D007239,DB06358,Iclaprim
Disease,MESH:D004194,DB06358,Iclaprim
Leukemia,MESH:D007938,DB06359,G4460
Multiple Myeloma,MESH:D009101,DB06360,Lucatumumab
Leukemia,MESH:D007938,DB06360,Lucatumumab
Lymphoma,MESH:D008223,DB06360,Lucatumumab
Leukemia,MESH:D007938,DB06362,Becatecarin
Leukemia,MESH:D007938,DB06365,Sapacitabine
Lymphoma,MESH:D008223,DB06365,Sapacitabine
C SYNDROME,OMIM:211750,DB06365,Sapacitabine
Recurrence,MESH:D012008,DB06366,Pertuzumab
Disease,MESH:D004194,DB06366,Pertuzumab
Osteoporosis,MESH:D010024,DB06367,Relacatib
Hepatitis,MESH:D006505,DB06368,Alamifovir
Psoriasis,MESH:D011565,DB06371,Siplizumab
Leukemia,MESH:D007938,DB06371,Siplizumab
Lymphoma,MESH:D008223,DB06371,Siplizumab
Tic Disorders,MESH:D013981,DB06371,Siplizumab
Disease,MESH:D004194,DB06371,Siplizumab
Recurrence,MESH:D012008,DB06372,Rilonacept
C SYNDROME,OMIM:211750,DB06372,Rilonacept
Pericarditis,MESH:D010493,DB06372,Rilonacept
Disease Progression,MESH:D018450,DB06374,Elacestrant
Disease,MESH:D004194,DB06374,Elacestrant
Disease,MESH:D004194,DB06375,MD05
Infections,MESH:D007239,DB06376,CHGN111
Myocardial Infarction,MESH:D009203,DB06379,Calcitonin gene-related peptide
Asthma,MESH:D001249,DB06379,Calcitonin gene-related peptide
Infarction,MESH:D007238,DB06379,Calcitonin gene-related peptide
Disease,MESH:D004194,DB06379,Calcitonin gene-related peptide
Infections,MESH:D007239,DB06382,CY301
Pain,MESH:D010146,DB06383,NRP290
Pain,MESH:D010146,DB06384,NRP369
Obesity,MESH:D009765,DB06388,AOD9604
Osteoporosis,MESH:D010024,DB06388,AOD9604
Retinitis,MESH:D012173,DB06391,T611
Amyotrophic Lateral Sclerosis,MESH:D000690,DB06393,Xaliproden
Disease,MESH:D004194,DB06393,Xaliproden
Sclerosis,MESH:D012598,DB06393,Xaliproden
Disease,MESH:D004194,DB06394,Riferminogene pecaplasmid
Infections,MESH:D007239,DB06395,Abafungin
Disease,MESH:D004194,DB06397,Nicaraven
Erythema,MESH:D004890,DB06399,Atacicept
Autoimmune Diseases,MESH:D001327,DB06399,Atacicept
Multiple Myeloma,MESH:D009101,DB06399,Atacicept
Leukemia,MESH:D007938,DB06399,Atacicept
Lymphoma,MESH:D008223,DB06399,Atacicept
Arthritis,MESH:D001168,DB06399,Atacicept
Disease,MESH:D004194,DB06399,Atacicept
Carcinoma,MESH:D002277,DB06400,Vitespen
Melanoma,MESH:D008545,DB06400,Vitespen
Lymphoma,MESH:D008223,DB06400,Vitespen
Osteoporosis,MESH:D010024,DB06401,Bazedoxifene
Pneumonia,MESH:D011014,DB06402,Telavancin
Infections,MESH:D007239,DB06402,Telavancin
Disease Progression,MESH:D018450,DB06403,Ambrisentan
Hypertension,MESH:D006973,DB06403,Ambrisentan
Pulmonary Arterial Hypertension,MESH:D000081029,DB06403,Ambrisentan
Disease,MESH:D004194,DB06403,Ambrisentan
Edema,MESH:D004487,DB06404,Human C1-esterase inhibitor
Angioedema,MESH:D000799,DB06404,Human C1-esterase inhibitor
Amyloidosis,MESH:D000686,DB06405,Eprodisate
Stroke,MESH:D020521,DB06406,Idraparinux
Atrial Fibrillation,MESH:D001281,DB06406,Idraparinux
Thrombosis,MESH:D013927,DB06406,Idraparinux
Thromboembolism,MESH:D013923,DB06406,Idraparinux
Venous Thromboembolism,MESH:D054556,DB06406,Idraparinux
Disease,MESH:D004194,DB06406,Idraparinux
Embolism,MESH:D004617,DB06406,Idraparinux
Hepatitis,MESH:D006505,DB06408,Taribavirin
Pain,MESH:D010146,DB06409,Morphine glucuronide
Hyperparathyroidism,MESH:D006961,DB06410,Doxercalciferol
Disease,MESH:D004194,DB06410,Doxercalciferol
Fibrosis,MESH:D005355,DB06412,Oxymetholone
Anemia,MESH:D000740,DB06412,Oxymetholone
Schizophrenia,MESH:D012559,DB06413,Armodafinil
Bipolar Disorder,MESH:D001714,DB06413,Armodafinil
Apnea,MESH:D001049,DB06413,Armodafinil
Respiratory Distress Syndrome,MESH:D012128,DB06415,Calfactant
Plague,MESH:D010930,DB06419,Cethromycin
Leukemia,MESH:D007938,DB06420,Annamycin
Disease,MESH:D004194,DB06421,Declopramide
Gastroesophageal Reflux,MESH:D005764,DB06422,Ticalopride
Paresis,MESH:D010291,DB06422,Ticalopride
Disease,MESH:D004194,DB06422,Ticalopride
Gastroparesis,MESH:D018589,DB06422,Ticalopride
Macular Degeneration,MESH:D008268,DB06423,Endostatin
Diabetic Retinopathy,MESH:D003930,DB06423,Endostatin
Sepsis,MESH:D018805,DB06427,GR270773
Schizophrenia,MESH:D012559,DB06429,Talnetant
Disease,MESH:D004194,DB06429,Talnetant
Irritable Bowel Syndrome,MESH:D043183,DB06429,Talnetant
Disease,MESH:D004194,DB06432,TAK-751S
Leukemia,MESH:D007938,DB06433,Tezacitabine
Ulcer,MESH:D014456,DB06434,Repifermin
Disease,MESH:D004194,DB06434,Repifermin
Gastrointestinal Diseases,MESH:D005767,DB06435,Tarazepide
Intestinal Diseases,MESH:D007410,DB06435,Tarazepide
Disease,MESH:D004194,DB06435,Tarazepide
Pneumonia,MESH:D011014,DB06437,Tifacogin
Sepsis,MESH:D018805,DB06437,Tifacogin
Fibrosis,MESH:D005355,DB06439,Tyloxapol
Cystic Fibrosis,MESH:D003550,DB06439,Tyloxapol
Candidiasis,MESH:D002177,DB06440,Ravuconazole
Aspergillosis,MESH:D001228,DB06440,Ravuconazole
Infections,MESH:D007239,DB06440,Ravuconazole
Myocardial Infarction,MESH:D009203,DB06441,Cangrelor
Thrombosis,MESH:D013927,DB06441,Cangrelor
Infarction,MESH:D007238,DB06441,Cangrelor
Disease,MESH:D004194,DB06442,Avasimibe
Brain Injuries,MESH:D001930,DB06444,Dexanabinol
Carcinoma,MESH:D002277,DB06445,Diethylnorspermine
Melanoma,MESH:D008545,DB06445,Diethylnorspermine
Headache,MESH:D006261,DB06446,Dotarizine
Sepsis,MESH:D018805,DB06447,E5531
Progeria,MESH:D011371,DB06448,Lonafarnib
Arthritis,MESH:D001168,DB06449,Ilodecakin
Disease,MESH:D004194,DB06449,Ilodecakin
Disease,MESH:D004194,DB06450,IP501
Schizophrenia,MESH:D012559,DB06454,Sarizotan
Disease,MESH:D004194,DB06454,Sarizotan
Schizophrenia,MESH:D012559,DB06455,Meclinertant
Rhinitis,MESH:D012220,DB06457,Tecastemizole
Epilepsy,MESH:D004827,DB06458,Remacemide
Disease,MESH:D004194,DB06458,Remacemide
Hyperplasia,MESH:D006965,DB06460,Enrasentan
Heart Failure,MESH:D006333,DB06460,Enrasentan
Disease,MESH:D004194,DB06460,Enrasentan
Prostatic Hyperplasia,MESH:D011470,DB06460,Enrasentan
Macular Degeneration,MESH:D008268,DB06461,Squalamine
Melanoma,MESH:D008545,DB06462,Mitumomab
Psoriasis,MESH:D011565,DB06463,IR502
Tic Disorders,MESH:D013981,DB06463,IR502
Arthritis,MESH:D001168,DB06464,IR501
Schizophrenia,MESH:D012559,DB06465,FK-960
Dementia,MESH:D003704,DB06465,FK-960
Disease,MESH:D004194,DB06465,FK-960
Leukemia,MESH:D007938,DB06467,Apolizumab
Lymphoma,MESH:D008223,DB06467,Apolizumab
Leukemia,MESH:D007938,DB06469,Lestaurtinib
Stroke,MESH:D020521,DB06470,Clomethiazole
Heart Failure,MESH:D006333,DB06471,Naxifylline
Erythema,MESH:D004890,DB06475,Ruplizumab
Multiple Sclerosis,MESH:D009103,DB06475,Ruplizumab
Thrombocytopenia,MESH:D013921,DB06475,Ruplizumab
Sclerosis,MESH:D012598,DB06475,Ruplizumab
Disease,MESH:D004194,DB06477,Sumanirole
Disease,MESH:D004194,DB06479,Propentofylline
Constipation,MESH:D003248,DB06480,Prucalopride
Pain,MESH:D010146,DB06482,ALGRX 1207
Hypertension,MESH:D006973,DB06483,PW2101
Hypertension,MESH:D006973,DB06484,FK352B
Lymphoma,MESH:D008223,DB06486,Enzastaurin
Disease,MESH:D004194,DB06489,Liatermin
Hepatitis,MESH:D006505,DB06490,ANA975
Disease,MESH:D004194,DB06490,ANA975
Arthritis,MESH:D001168,DB06492,Mirococept
Disease,MESH:D004194,DB06492,Mirococept
Endometriosis,MESH:D004715,DB06494,Sufugolix
Psoriasis,MESH:D011565,DB06495,Onercept
Tic Disorders,MESH:D013981,DB06495,Onercept
Disease,MESH:D004194,DB06495,Onercept
Hepatitis,MESH:D006505,DB06499,Furaprofen
Coronary Artery Disease,MESH:D003324,DB06503,MLN2222
Disease,MESH:D004194,DB06503,MLN2222
Dementia,MESH:D003704,DB06504,S-8510
Disease,MESH:D004194,DB06504,S-8510
Arthritis,MESH:D001168,DB06505,MLN3897
Stroke,MESH:D020521,DB06506,Repinotan
Ischemia,MESH:D007511,DB06506,Repinotan
Asthma,MESH:D001249,DB06508,GW-559090
Rhinitis,MESH:D012220,DB06508,GW-559090
Diabetes Mellitus,MESH:D003920,DB06510,Muraglitazar
Osteoporosis,MESH:D010024,DB06511,AMGN-0007
Anxiety Disorders,MESH:D001008,DB06512,Deramciclane
Cystitis,MESH:D003556,DB06515,Resiniferatoxin
Arthritis,MESH:D001168,DB06518,R-1487
Diabetes Mellitus,MESH:D003920,DB06519,Edaglitazone
Diabetes Mellitus,MESH:D003920,DB06521,Ertiprotafib
Hepatitis,MESH:D006505,DB06523,Levovirin
Disease,MESH:D004194,DB06525,Ganstigmine
Stroke,MESH:D020521,DB06527,Tramiprosate
Disease,MESH:D004194,DB06527,Tramiprosate
Anxiety Disorders,MESH:D001008,DB06529,Ocinaplon
Pneumonia,MESH:D011014,DB06532,Pafuramidine
Malaria,MESH:D008288,DB06532,Pafuramidine
Disease,MESH:D004194,DB06532,Pafuramidine
Diabetes Mellitus,MESH:D003920,DB06533,Ragaglitazar
Thrombocytopenia,MESH:D013921,DB06534,Thrombopoietin
Disease,MESH:D004194,DB06535,Etilevodopa
Diabetes Mellitus,MESH:D003920,DB06536,Tesaglitazar
Anxiety Disorders,MESH:D001008,DB06538,Robalzotan
Disease,MESH:D004194,DB06539,ZD4407
Arthritis,MESH:D001168,DB06540,AZD2315
Asthma,MESH:D001249,DB06543,Astaxanthin
Infections,MESH:D007239,DB06543,Astaxanthin
Carcinoma,MESH:D002277,DB06544,MG98
Leukemia,MESH:D007938,DB06544,MG98
C SYNDROME,OMIM:211750,DB06544,MG98
Disease,MESH:D004194,DB06545,Gavilimomab
Pneumonia,MESH:D011014,DB06546,Atibuclimab
Sepsis,MESH:D018805,DB06546,Atibuclimab
Osteoporosis,MESH:D010024,DB06548,Minodronic acid
Multiple Myeloma,MESH:D009101,DB06548,Minodronic acid
Coronary Artery Disease,MESH:D003324,DB06552,Anpocogin
Thrombosis,MESH:D013927,DB06552,Anpocogin
Disease,MESH:D004194,DB06552,Anpocogin
Anxiety Disorders,MESH:D001008,DB06555,Siramesine
Disease,MESH:D004194,DB06556,Edifoligide
Cataract,MESH:D002386,DB06557,Lerdelimumab
Glaucoma,MESH:D005901,DB06557,Lerdelimumab
Coma,MESH:D003128,DB06557,Lerdelimumab
Heart Failure,MESH:D006333,DB06558,Tezosentan
Disease,MESH:D004194,DB06558,Tezosentan
Infections,MESH:D007239,DB06559,Lanimostim
Asthma,MESH:D001249,DB06560,Pascolizumab
Infertility,MESH:D007246,DB06562,Emfilermin
Pain,MESH:D010146,DB06563,AM336
Hepatitis,MESH:D006505,DB06564,AM365
Colitis,MESH:D003092,DB06566,RDP58
Ulcer,MESH:D014456,DB06566,RDP58
Disease,MESH:D004194,DB06566,RDP58
Obesity,MESH:D009765,DB06569,P-57AS3
Infections,MESH:D007239,DB06575,Valomaciclovir
Arthritis,MESH:D001168,DB06576,Baminercept
Headache,MESH:D006261,DB06578,Tonabersat
Hepatitis,MESH:D006505,DB06580,Celgosivir
Irritable Bowel Syndrome,MESH:D043183,DB06582,Dextofisopam
Carcinoma,MESH:D002277,DB06584,TG4010
Disease,MESH:D004194,DB06585,Fipamezole
Obesity,MESH:D009765,DB06586,Cetilistat
Paresis,MESH:D010291,DB06587,Mitemcinal
Gastroparesis,MESH:D018589,DB06587,Mitemcinal
Irritable Bowel Syndrome,MESH:D043183,DB06587,Mitemcinal
Coma,MESH:D003128,DB06589,Pazopanib
Sarcoma,MESH:D012509,DB06589,Pazopanib
Infections,MESH:D007239,DB06590,Ceftaroline fosamil
Carcinoma,MESH:D002277,DB06592,Pegargiminase
Melanoma,MESH:D008545,DB06592,Pegargiminase
Leukemia,MESH:D007938,DB06595,Midostaurin
Mastocytosis,MESH:D008415,DB06595,Midostaurin
Infections,MESH:D007239,DB06596,TD101
Endometriosis,MESH:D004715,DB06597,Estradiol sulfamate
Pneumonia,MESH:D011014,DB06600,Nemonoxacin
Asthma,MESH:D001249,DB06602,Reslizumab
Multiple Myeloma,MESH:D009101,DB06603,Panobinostat
Hypertension,MESH:D006973,DB06604,Ilepatril
Recurrence,MESH:D012008,DB06605,Apixaban
Stroke,MESH:D020521,DB06605,Apixaban
Atrial Fibrillation,MESH:D001281,DB06605,Apixaban
Thrombosis,MESH:D013927,DB06605,Apixaban
Pulmonary Embolism,MESH:D011655,DB06605,Apixaban
Embolism,MESH:D004617,DB06605,Apixaban
Ascites,MESH:D001201,DB06607,Catumaxomab
Malaria,MESH:D008288,DB06608,Tafenoquine
Death,MESH:D003643,DB06608,Tafenoquine
Disease,MESH:D004194,DB06608,Tafenoquine
Atrial Fibrillation,MESH:D001281,DB06609,Odiparcil
Thrombosis,MESH:D013927,DB06609,Odiparcil
Thromboembolism,MESH:D013923,DB06609,Odiparcil
Venous Thromboembolism,MESH:D054556,DB06609,Odiparcil
Embolism,MESH:D004617,DB06609,Odiparcil
Rosacea,MESH:D012393,DB06610,Omiganan
Arthritis,MESH:D001168,DB06611,Pegsunercept
Asthma,MESH:D001249,DB06612,Mepolizumab
Nasal Polyps,MESH:D009298,DB06612,Mepolizumab
Sinusitis,MESH:D012852,DB06612,Mepolizumab
C SYNDROME,OMIM:211750,DB06612,Mepolizumab
Granulomatosis with Polyangiitis,MESH:D014890,DB06612,Mepolizumab
Hypereosinophilic Syndrome,MESH:D017681,DB06612,Mepolizumab
Eosinophilia,MESH:D004802,DB06612,Mepolizumab
Polyps,MESH:D011127,DB06612,Mepolizumab
Leukemia,MESH:D007938,DB06616,Bosutinib
Stroke,MESH:D020521,DB06618,Cutamesine
Infections,MESH:D007239,DB06619,Amdoxovir
Disease,MESH:D004194,DB06620,Aplindore
Disease,MESH:D004194,DB06622,7-beta-Hydroxyepiandrosterone
Obesity,MESH:D009765,DB06624,Taranabant
Disease,MESH:D004194,DB06625,Vipadenant
Infections,MESH:D007239,DB06633,N-chlorotaurine
Thrombosis,MESH:D013927,DB06635,Otamixaban
Aspergillosis,MESH:D001228,DB06636,Isavuconazonium
Multiple Sclerosis,MESH:D009103,DB06637,Dalfampridine
Sclerosis,MESH:D012598,DB06637,Dalfampridine
Leukemia,MESH:D007938,DB06638,Quarfloxin
Multiple Myeloma,MESH:D009101,DB06641,Perifosine
Leukemia,MESH:D007938,DB06641,Perifosine
Macular Degeneration,MESH:D008268,DB06642,Bevasiranib
Diabetic Retinopathy,MESH:D003930,DB06642,Bevasiranib
Osteoporosis,MESH:D010024,DB06643,Denosumab
Multiple Myeloma,MESH:D009101,DB06643,Denosumab
Hypercalcemia,MESH:D006934,DB06643,Denosumab
Anorexia,MESH:D000855,DB06645,Anamorelin
Cachexia,MESH:D002100,DB06645,Anamorelin
Carcinoma,MESH:D002277,DB06647,Volociximab
Melanoma,MESH:D008545,DB06647,Volociximab
Pain,MESH:D010146,DB06649,Priralfinamide
Multiple Sclerosis,MESH:D009103,DB06650,Ofatumumab
Leukemia,MESH:D007938,DB06650,Ofatumumab
Disease,MESH:D004194,DB06650,Ofatumumab
Sclerosis,MESH:D012598,DB06650,Ofatumumab
Diabetes Mellitus,MESH:D003920,DB06651,DiaPep 277
Autoimmune Diseases,MESH:D001327,DB06651,DiaPep 277
Disease,MESH:D004194,DB06651,DiaPep 277
Disease,MESH:D004194,DB06654,Safinamide
Diabetes Mellitus,MESH:D003920,DB06655,Liraglutide
Obesity,MESH:D009765,DB06655,Liraglutide
Weight Loss,MESH:D015431,DB06655,Liraglutide
Disease,MESH:D004194,DB06655,Liraglutide
Overweight,MESH:D050177,DB06655,Liraglutide
Epilepsy,MESH:D004827,DB06657,Valrocemide
Macular Degeneration,MESH:D008268,DB06659,Rostaporfin
Anxiety Disorders,MESH:D001008,DB06660,Saredutant
Melanoma,MESH:D008545,DB06661,GMK
Erythema,MESH:D004890,DB06662,Abetimus
Disease,MESH:D004194,DB06662,Abetimus
Disease,MESH:D004194,DB06663,Pasireotide
Heart Failure,MESH:D006333,DB06666,Lixivaptan
Hyponatremia,MESH:D007010,DB06666,Lixivaptan
Diarrhea,MESH:D003967,DB06669,Arverapamil
Irritable Bowel Syndrome,MESH:D043183,DB06669,Arverapamil
Osteoporosis,MESH:D010024,DB06670,Odanacatib
Colitis,MESH:D003092,DB06674,Golimumab
Arthritis,MESH:D001168,DB06674,Golimumab
Ulcer,MESH:D014456,DB06674,Golimumab
Stroke,MESH:D020521,DB06677,Clazosentan
Myocardial Infarction,MESH:D009203,DB06679,Amediplase
Thrombosis,MESH:D013927,DB06679,Amediplase
Infarction,MESH:D007238,DB06679,Amediplase
Pain,MESH:D010146,DB06682,Naproxcinod
Osteoarthritis,MESH:D010003,DB06682,Naproxcinod
Arthritis,MESH:D001168,DB06682,Naproxcinod
Hepatitis,MESH:D006505,DB06683,Clevudine
Depressive Disorder,MESH:D003866,DB06684,Vilazodone
Multiple Sclerosis,MESH:D009103,DB06685,Laquinimod
Sclerosis,MESH:D012598,DB06685,Laquinimod
Hypersensitivity,MESH:D006967,DB06691,Mepyramine
Fever,MESH:D005334,DB06694,Xylometazoline
Recurrence,MESH:D012008,DB06695,Dabigatran etexilate
Stroke,MESH:D020521,DB06695,Dabigatran etexilate
Atrial Fibrillation,MESH:D001281,DB06695,Dabigatran etexilate
Thrombosis,MESH:D013927,DB06695,Dabigatran etexilate
Pulmonary Embolism,MESH:D011655,DB06695,Dabigatran etexilate
Venous Thrombosis,MESH:D020246,DB06695,Dabigatran etexilate
Embolism,MESH:D004617,DB06695,Dabigatran etexilate
Infections,MESH:D007239,DB06696,Arbekacin
Bacterial Infections,MESH:D001424,DB06696,Arbekacin
Malaria,MESH:D008288,DB06697,Artemether
Disease,MESH:D004194,DB06698,Betahistine
Depressive Disorder,MESH:D003866,DB06700,Desvenlafaxine
Coronary Artery Disease,MESH:D003324,DB06703,Gadobutrol
Disease,MESH:D004194,DB06703,Gadobutrol
Neuroblastoma,MESH:D009447,DB06704,Iobenguane
Pheochromocytoma,MESH:D010673,DB06704,Iobenguane
Disease,MESH:D004194,DB06705,Gadofosveset trisodium
Headache,MESH:D006261,DB06706,Isometheptene
Malaria,MESH:D008288,DB06708,Lumefantrine
Asthma,MESH:D001249,DB06709,Methacholine
Pain,MESH:D010146,DB06710,Methyltestosterone
Hypertension,MESH:D006973,DB06712,Nilvadipine
Rhinitis,MESH:D012220,DB06714,Propylhexedrine
Hyperthyroidism,MESH:D006980,DB06715,Potassium Iodide
Thyrotoxicosis,MESH:D013971,DB06715,Potassium Iodide
Nausea,MESH:D009325,DB06717,Fosaprepitant
Vomiting,MESH:D014839,DB06717,Fosaprepitant
Edema,MESH:D004487,DB06718,Stanozolol
Angioedema,MESH:D000799,DB06718,Stanozolol
Endometriosis,MESH:D004715,DB06719,Buserelin
Gaucher Disease,MESH:D005776,DB06720,Velaglucerase alfa
Disease,MESH:D004194,DB06720,Velaglucerase alfa
Heartburn,MESH:D006356,DB06723,Aluminum hydroxide
Hypocalcemia,MESH:D006996,DB06724,Calcium carbonate
Heartburn,MESH:D006356,DB06724,Calcium carbonate
Pain,MESH:D010146,DB06725,Lornoxicam
Inflammation,MESH:D007249,DB06725,Lornoxicam
Disease,MESH:D004194,DB06725,Lornoxicam
Infections,MESH:D007239,DB06729,Sulfaphenazole
Bacterial Infections,MESH:D001424,DB06729,Sulfaphenazole
Pain,MESH:D010146,DB06736,Aceclofenac
Inflammation,MESH:D007249,DB06736,Aceclofenac
Osteoarthritis,MESH:D010003,DB06736,Aceclofenac
Arthritis,MESH:D001168,DB06736,Aceclofenac
Pain,MESH:D010146,DB06738,Ketobemidone
Disease,MESH:D004194,DB06742,Ambroxol
Spasm,MESH:D013035,DB06751,Drotaverine
Cystitis,MESH:D003556,DB06751,Drotaverine
Pain,MESH:D010146,DB06752,Chymopapain
Thrombosis,MESH:D013927,DB06754,Danaparoid
Pulmonary Embolism,MESH:D011655,DB06754,Danaparoid
Venous Thrombosis,MESH:D020246,DB06754,Danaparoid
Embolism,MESH:D004617,DB06754,Danaparoid
Disease,MESH:D004194,DB06755,Beta carotene
Tics,MESH:D020323,DB06755,Beta carotene
Homocystinuria,MESH:D006712,DB06756,Betaine
Cystinuria,MESH:D003555,DB06756,Betaine
Retinitis,MESH:D012173,DB06759,Fomivirsen
Acquired Immunodeficiency Syndrome,MESH:D000163,DB06759,Fomivirsen
Respiratory Distress Syndrome,MESH:D012128,DB06761,Beractant
Cough,MESH:D003371,DB06767,Ammonium chloride
Alkalosis,MESH:D000471,DB06767,Ammonium chloride
Acidosis,MESH:D000138,DB06767,Ammonium chloride
Ichthyosis Vulgaris,MESH:D016112,DB06768,Ammonium lactate
Ichthyosis,MESH:D007057,DB06768,Ammonium lactate
Leukemia,MESH:D007938,DB06769,Bendamustine
Lymphoma,MESH:D008223,DB06769,Bendamustine
Pneumonia,MESH:D011014,DB06771,Besifloxacin
Pain,MESH:D010146,DB06773,Human calcitonin
Deafness,MESH:D003638,DB06773,Human calcitonin
Disease,MESH:D004194,DB06773,Human calcitonin
Pain,MESH:D010146,DB06774,Capsaicin
Neuralgia,MESH:D009437,DB06774,Capsaicin
Disease,MESH:D004194,DB06777,Chenodeoxycholic acid
Disease,MESH:D004194,DB06778,Cupric sulfate
Heart Failure,MESH:D006333,DB06779,Dalteparin
Myocardial Infarction,MESH:D009203,DB06779,Dalteparin
Renal Insufficiency,MESH:D051437,DB06779,Dalteparin
Acute Coronary Syndrome,MESH:D054058,DB06779,Dalteparin
Thrombosis,MESH:D013927,DB06779,Dalteparin
Pulmonary Embolism,MESH:D011655,DB06779,Dalteparin
Infarction,MESH:D007238,DB06779,Dalteparin
Disease,MESH:D004194,DB06779,Dalteparin
Embolism,MESH:D004617,DB06779,Dalteparin
Pain,MESH:D010146,DB06781,Difluprednate
Inflammation,MESH:D007249,DB06781,Difluprednate
